2459229.1056487360 1.0003385544 0.0004271322 TESS
2459229.1070376458 0.9991475344 0.0004266919 TESS
2459229.1084265555 1.0005613565 0.0004269296 TESS
2459229.1098154653 1.0006982088 0.0004269355 TESS
2459229.1112043750 0.9993075728 0.0004266155 TESS
2459229.1125932843 1.0003358126 0.0004266062 TESS
2459229.1139821941 1.0001375675 0.0004264736 TESS
2459229.1153711039 1.0004885197 0.0004264778 TESS
2459229.1167600136 1.0005413294 0.0004263005 TESS
2459229.1181489234 0.9997565746 0.0004261248 TESS
2459229.1195378331 0.9999736547 0.0004259902 TESS
2459229.1209267429 0.9999014139 0.0004259926 TESS
2459229.1223156522 1.0003308058 0.0004258893 TESS
2459229.1237045620 0.9999266863 0.0004257435 TESS
2459229.1250934717 1.0002059937 0.0004256005 TESS
2459229.1264823815 0.9999037385 0.0004255206 TESS
2459229.1278712908 1.0002013445 0.0004255121 TESS
2459229.1292602005 1.0001496077 0.0004253190 TESS
2459229.1306491103 0.9991106987 0.0004250957 TESS
2459229.1320380201 0.9996081591 0.0004250075 TESS
2459229.1334269298 1.0008794069 0.0004252958 TESS
2459229.1348158396 1.0001938343 0.0004250091 TESS
2459229.1362047489 0.9998019338 0.0004248850 TESS
2459229.1375936586 0.9997262359 0.0004246758 TESS
2459229.1389825684 1.0001555681 0.0004246221 TESS
2459229.1403714782 1.0004769564 0.0004247522 TESS
2459229.1417603875 1.0005315542 0.0004245797 TESS
2459229.1431492972 1.0002833605 0.0004244005 TESS
2459229.1445382070 1.0002855062 0.0004243921 TESS
2459229.1459271167 1.0008058548 0.0004243343 TESS
2459229.1473160260 1.0001052618 0.0004242423 TESS
2459229.1487049358 1.0004706383 0.0004240599 TESS
2459229.1500938456 1.0006790161 0.0004240372 TESS
2459229.1514827553 0.9999232292 0.0004239143 TESS
2459229.1528716651 1.0001604557 0.0004237955 TESS
2459229.1542605748 1.0002374649 0.0004237938 TESS
2459229.1556494841 0.9996137023 0.0004235774 TESS
2459229.1570383939 1.0002745390 0.0004236299 TESS
