# objectname: TOI1011
# Telescope: Gemini South
# Date of obs.: 2021-02-24
# camera: r
# wavelength: 832nm
# annulus range&center vs. measured relative mag. limit:
0.050000 0.150000 0.100000 4.155535
0.150000 0.200000 0.175000 5.217235
0.200000 0.250000 0.225000 5.339924
0.250000 0.300000 0.275000 5.470664
0.300000 0.350000 0.325000 5.743189
0.350000 0.400000 0.375000 5.967865
0.400000 0.450000 0.425000 6.220174
0.450000 0.500000 0.475000 6.455526
0.500000 0.550000 0.525000 6.651391
0.550000 0.600000 0.575000 6.710139
0.600000 0.650000 0.625000 6.803064
0.650000 0.700000 0.675000 6.976525
0.700000 0.750000 0.725000 7.052253
0.750000 0.800000 0.775000 7.195736
0.800000 0.850000 0.825000 7.375756
0.850000 0.900000 0.875000 7.623851
0.900000 0.950000 0.925000 7.718144
0.950000 1.000000 0.975000 7.852307
1.000000 1.050000 1.025000 8.041143
1.050000 1.100000 1.075000 8.220511
1.100000 1.150000 1.125000 8.264262
1.150000 1.200000 1.175000 8.315745
# fit of angular separation vs. relative mag. limit:
0.000000 0.000000
0.010000 0.000000
0.020000 0.000000
0.025848 0.000000
0.030000 0.252506
0.040000 0.860634
0.050000 1.468762
0.060000 2.076889
0.070000 2.685017
0.080000 3.293145
0.090000 3.901272
0.100000 4.509400
0.100000 4.509400
0.110000 4.571166
0.120000 4.631118
0.130000 4.690464
0.140000 4.750415
0.150000 4.812181
0.160000 4.876974
0.170000 4.946002
0.180000 5.020362
0.190000 5.098541
0.200000 5.176414
0.210000 5.249741
0.220000 5.314284
0.230000 5.365987
0.240000 5.405012
0.250000 5.435731
0.260000 5.462704
0.270000 5.490489
0.280000 5.523513
0.290000 5.563208
0.300000 5.608009
0.310000 5.656221
0.320000 5.706149
0.330000 5.756137
0.340000 5.805428
0.350000 5.854165
0.360000 5.902529
0.370000 5.950702
0.380000 5.998861
0.390000 6.047081
0.400000 6.095338
0.410000 6.143599
0.420000 6.191836
0.430000 6.240007
0.440000 6.287850
0.450000 6.334881
0.460000 6.380604
0.470000 6.424525
0.480000 6.466153
0.490000 6.505124
0.500000 6.541193
0.510000 6.574123
0.520000 6.603676
0.530000 6.629637
0.540000 6.652332
0.550000 6.672626
0.560000 6.691406
0.570000 6.709562
0.580000 6.727967
0.590000 6.747155
0.600000 6.767322
0.610000 6.788646
0.620000 6.811309
0.630000 6.835474
0.640000 6.860941
0.650000 6.887147
0.660000 6.913512
0.670000 6.939458
0.680000 6.964424
0.690000 6.988322
0.700000 7.011533
0.710000 7.034459
0.720000 7.057502
0.730000 7.081063
0.740000 7.105559
0.750000 7.131420
0.760000 7.159076
0.770000 7.188959
0.780000 7.221480
0.790000 7.256599
0.800000 7.293826
0.810000 7.332652
0.820000 7.372568
0.830000 7.413060
0.840000 7.453538
0.850000 7.493331
0.860000 7.531767
0.870000 7.568171
0.880000 7.601896
0.890000 7.632897
0.900000 7.661727
0.910000 7.688966
0.920000 7.715195
0.930000 7.740992
0.940000 7.766906
0.950000 7.793453
0.960000 7.821149
0.970000 7.850510
0.980000 7.882024
0.990000 7.915584
1.000000 7.950483
1.010000 7.985987
1.020000 8.021364
1.030000 8.055887
1.040000 8.088959
1.050000 8.120115
1.060000 8.148896
1.070000 8.174841
1.080000 8.197511
1.090000 8.216924
1.100000 8.233553
1.110000 8.247894
1.120000 8.260440
1.130000 8.271683
1.140000 8.282027
1.150000 8.291793
1.160000 8.301295
1.170000 8.310849
