0.010000 0.000000
0.017460 0.000000
0.020000 0.159094
0.030000 0.785372
0.040000 1.411650
0.050000 2.037928
0.060000 2.664206
0.070000 3.290484
0.080000 3.916762
0.090000 4.543040
0.100000 5.169318
0.100000 5.169318
0.110000 5.212079
0.120000 5.253650
0.130000 5.294823
0.140000 5.336394
0.150000 5.379155
0.160000 5.423901
0.170000 5.471426
0.180000 5.522458
0.190000 5.576220
0.200000 5.630425
0.210000 5.682724
0.220000 5.730766
0.230000 5.772296
0.240000 5.807232
0.250000 5.837669
0.260000 5.865795
0.270000 5.893797
0.280000 5.923806
0.290000 5.956579
0.300000 5.991503
0.310000 6.027905
0.320000 6.065113
0.330000 6.102482
0.340000 6.140017
0.350000 6.178369
0.360000 6.218217
0.370000 6.260243
0.380000 6.305089
0.390000 6.352538
0.400000 6.401519
0.410000 6.450920
0.420000 6.499631
0.430000 6.546558
0.440000 6.591036
0.450000 6.632826
0.460000 6.671704
0.470000 6.707451
0.480000 6.739856
0.490000 6.769019
0.500000 6.795343
0.510000 6.819245
0.520000 6.841142
0.530000 6.861452
0.540000 6.880595
0.550000 6.898991
0.560000 6.917062
0.570000 6.935230
0.580000 6.953904
0.590000 6.973183
0.600000 6.992857
0.610000 7.012702
0.620000 7.032496
0.630000 7.052021
0.640000 7.071196
0.650000 7.090073
0.660000 7.108711
0.670000 7.127170
0.680000 7.145513
0.690000 7.163919
0.700000 7.182680
0.710000 7.202092
0.720000 7.222452
0.730000 7.244046
0.740000 7.266889
0.750000 7.290728
0.760000 7.315298
0.770000 7.340333
0.780000 7.365573
0.790000 7.390894
0.800000 7.416302
0.810000 7.441811
0.820000 7.467434
0.830000 7.493185
0.840000 7.519033
0.850000 7.544909
0.860000 7.570745
0.870000 7.596467
0.880000 7.622003
0.890000 7.647201
0.900000 7.671830
0.910000 7.695657
0.920000 7.718448
0.930000 7.739978
0.940000 7.760206
0.950000 7.779273
0.960000 7.797331
0.970000 7.814529
0.980000 7.831016
0.990000 7.846912
1.000000 7.862305
1.010000 7.877280
1.020000 7.891926
1.030000 7.906325
1.040000 7.920454
1.050000 7.934188
1.060000 7.947398
1.070000 7.959954
1.080000 7.971730
1.090000 7.982729
1.100000 7.993075
1.110000 8.002901
1.120000 8.012339
1.130000 8.021519
1.140000 8.030536
1.150000 8.039447
1.160000 8.048311
1.170000 8.057184
